Name, Imax, %normal, %emergency, kW, kvar, NumCustomers, TotalCustomers, NumPhases, kVBase
Line.MDV201_HN_2_512_B1144252,     2.9291,     1.34,     1.12,    19.1886,    7.66359, 0, 2, 1, 7.2 
Line.MDV201_HN_2_250_ABC801,    158.372,    34.96,    29.11,    2798.24,    1167.37, 0, 550, 3, 7.2 
Line.MDV201_HN_21000_ABC8084,    142.762,    63.73,    84.47,     1786.4,    738.073, 0, 349, 3, 7.2 
Line.MDV201_HN_2_811_ABC63638,    388.016,    62.68,    52.22,     7345.6,    3145.58, 0, 1379, 3, 7.2 
Line.MDV201_HN_2_542_A851,    3.93582,     2.41,     2.01,    26.0798,     11.309, 0, 6, 1, 7.2 
Line.MDV201_DA_8_778_A58422,    1.66645,     1.02,     0.85,    11.0022,    4.71786, 0, 1, 1, 7.2 
Line.MDV201_HN_2_832_B69491,    14.7874,     6.78,     5.64,    98.3399,    39.3626, 0, 16, 1, 7.2 
Line.MDV201_1008229FUSE,    4.77417,     0.24,     0.20,     31.648,    12.5792, 0, 7, 1, 7.2 
Line.MDV201_HN_2_119_A28282,    5.24631,     4.20,     3.50,    34.4195,    14.9704, 0, 12, 1, 7.2 
Line.MDV201_HN_2_819_ABC8177,    97.4071,    28.82,    23.99,    882.577,    361.566, 0, 167, 3, 7.2 
Line.MDV201_99419FUSE,    2.13649,     0.11,     0.09,    14.1092,    6.07646, 0, 2, 1, 7.2 
Line.MDV201_HN_2_247_ABC44582,    139.734,    41.34,    34.42,    1948.74,     818.18, 0, 338, 3, 7.2 
Line.MDV201_HN_2_759_ABC847,   0.394495,     0.24,     0.20,    7.82321,    3.27957, 0, 3, 3, 7.2 
Line.MDV201_HN_2_155_B39757,     92.143,    73.71,    61.43,    609.484,    243.843, 0, 103, 1, 7.2 
Line.MDV201_HN_2_530_C8156,    2.39701,     1.47,     1.22,    16.1292,    6.63132, 0, 3, 1, 7.2 
Line.C_1P114_SW,   0.662662,     0.17,     0.11,    4.36155,    1.92281, 0, 1, 1, 7.2 
Line.MDV201_8159ELB,   0.662663,     0.03,     0.03,    4.36155,    1.92281, 0, 1, 1, 7.2 
Line.MDV201_HN_2_604_A28213,    17.5022,    10.74,     8.93,    115.946,    50.4643, 0, 33, 1, 7.2 
Line.MDV201_HN_2_879_B825,    5.75782,     3.53,     2.94,     38.637,    15.3964, 0, 8, 1, 7.2 
Line.MDV201_HN_2_100_A39592,    1.36547,     0.84,     0.70,    8.97723,    3.85753, 0, 1, 1, 7.2 
Line.MDV201_HN_2_626_C14867,    2.52577,     1.16,     0.96,    17.0641,    7.00395, 0, 3, 1, 7.2 
Line.MDV201_HN_2_329_C39765,    7.83489,     6.27,     5.22,    52.4078,    21.5864, 0, 14, 1, 7.2 
Line.MDV201_HN_2_490_C8110,    6.33959,     3.89,     3.23,    42.7737,      17.66, 0, 7, 1, 7.2 
Line.MDV201_HN_2_869_C830,    34.2103,    15.69,    13.06,    230.083,    95.2861, 0, 34, 1, 7.2 
Line.MDV201_107108FUSE,    56.2992,     2.81,     2.35,    378.951,    151.253, 0, 77, 1, 7.2 
Line.MDV201_DA_8_397_C1023342,    1.21509,     0.75,     0.62,    8.07842,     3.2951, 0, 1, 1, 7.2 
Line.MDV201_HN_2P013_B1160483,    12.8488,     8.57,     8.57,    83.8271,    33.2803, 0, 12, 1, 7.2 
Line.MDV201_HN_2_388_B802,    32.2542,    19.79,    16.46,    216.767,    86.4517, 0, 43, 1, 7.2 
Line.MDV201_HN_2_817_ABC14880,    97.4057,    28.82,    23.99,    887.802,    364.375, 0, 168, 3, 7.2 
Line.MDV201_1144265FUSE,    26.1298,     1.31,     1.09,    176.466,    72.8965, 0, 34, 1, 7.2 
Line.MDV201_DA_8_735_C74437,     5.3868,     3.30,     2.75,    35.6044,    14.6323, 0, 7, 1, 7.2 
Line.MDV201_HN_2_076_A14843,   0.943075,     0.75,     0.63,    6.26708,    2.69371, 0, 1, 1, 7.2 
Line.MDV201_HN_2_838_B39578,    50.1271,    22.99,    19.13,    330.823,    132.312, 0, 72, 1, 7.2 
Line.MDV201_HN_2_118_ABC28287,    19.6272,     9.00,     7.49,    192.484,    79.9318, 0, 52, 3, 7.2 
Line.MDV201_HN_2_433_B787,    3.21365,     1.97,     1.64,    21.5674,    8.59055, 0, 5, 1, 7.2 
Line.MDV201_HN_2_828_ABC28247,     139.73,    41.34,    34.42,    2095.03,    884.745, 0, 368, 3, 7.2 
Line.MDV201_1160464ELB-1_SW,    15.4932,     3.87,     2.58,    102.046,    43.7698, 0, 17, 1, 7.2 
Line.MDV201_1160464ELB,    15.4932,     0.77,     0.77,    102.046,    43.7696, 0, 17, 1, 7.2 
Line.MDV201_HN_1_175_A94743,    1.00035,     0.80,     0.67,    6.55485,    2.85587, 0, 2, 1, 7.2 
Line.MDV201_HN_2_631_C28233,    10.2142,     4.69,     3.90,    68.9557,    28.4854, 0, 11, 1, 7.2 
Line.MDV201_DA_8_927_A74424,    21.9111,    10.05,     8.36,    144.007,    62.4158, 0, 19, 1, 7.2 
Line.MDV201_HN_2_105_B103729,    51.8105,     2.59,     2.16,    342.016,    136.813, 0, 74, 1, 7.2 
Line.MDV201_HN_21023_A8193,    5.65679,     4.53,     3.77,    37.5862,    16.1869, 0, 7, 1, 7.2 
Line.MDV201_HN_2_160_B6573,     82.915,    66.33,    55.28,    543.286,    216.665, 0, 89, 1, 7.2 
Line.MDV201_HN_2_371_B6575,    78.7219,    62.98,    52.48,    515.065,    205.313, 0, 83, 1, 7.2 
Line.MDV201_HN_2_798_B848,    53.3343,    24.47,    20.36,    355.023,    141.928, 0, 57, 1, 7.2 
Line.MDV201_HN_1_153_C1012415,  0.0841379,     0.07,     0.06,   0.532022,   0.299325, 0, 1, 1, 7.2 
Line.MDV201_HN_2_320_C28302,    1.00238,     0.61,     0.51,    6.78742,    2.78133, 0, 1, 1, 7.2 
Line.MDV201_HN_2_131_ABC8080,    90.8104,    40.54,    53.73,    1430.32,    595.228, 0, 292, 3, 7.2 
Line.MDV201_HN_1_333_C1012409,    2.38295,     1.09,     0.91,    15.9676,    6.63162, 0, 5, 1, 7.2 
Line.MDV201_HN_2_623_C14865,     7.1325,     3.27,     2.72,    48.1817,    19.8093, 0, 9, 1, 7.2 
Line.MDV201_DA_8_779_A58418,    1.66561,     1.02,     0.85,    11.0025,    4.70264, 0, 1, 1, 7.2 
Line.MDV201_HN_2_324_C14844,   0.555947,     0.44,     0.37,    3.74653,    1.58628, 0, 1, 1, 7.2 
Line.MDV201_HN_2_521_C8087,    16.4204,    10.07,     8.38,    110.543,    45.5189, 0, 22, 1, 7.2 
Line.MDV201_HN_2_415_A845, 0.000883104,     0.00,     0.00, 4.41817E-011, -0.00643555, 0, 0, 1, 7.2 
Line.MDV201_HN_2_823_ABC28244,    139.731,    41.34,    34.42,    2094.05,    883.258, 0, 368, 3, 7.2 
Line.MDV201_C_1_405_A8134,    10.6031,     6.50,     5.41,    70.1667,    30.5324, 0, 20, 1, 7.2 
Line.MDV201_1160462ELB-1_SW,    3.17846,     0.79,     0.53,    20.9425,    8.94816, 0, 3, 1, 7.2 
Line.MDV201_1160462ELB,    3.17846,     0.16,     0.16,    20.9425,    8.94813, 0, 3, 1, 7.2 
Line.MDV201_C_1_321_A69464,    1.49775,     1.20,     1.00,    9.80249,    4.35915, 0, 3, 1, 7.2 
Line.MDV201_HN_2_844_B69622,    33.7129,    15.46,    12.87,    222.071,    88.6038, 0, 49, 1, 7.2 
Line.MDV201_DA_8_861_B1149720,    2.27582,     1.40,     1.16,    15.2603,    6.06713, 0, 2, 1, 7.2 
Line.MDV201_HN_2_403_B792,    2.63011,     1.61,     1.34,    17.6699,    7.04656, 0, 4, 1, 7.2 
Line.MDV201_HN_2_835_B39615,    6.12666,     2.81,     2.34,    40.7493,    16.2653, 0, 7, 1, 7.2 
Line.MDV201_HN_21038_AB28191,   0.330935,     0.15,     0.13,    2.67518,    1.12842, 0, 2, 2, 7.2 
Line.MDV201_HN_2_158_B14994,    86.6418,    69.31,    57.76,    569.917,    227.625, 0, 93, 1, 7.2 
Line.MDV201_HN_2_145_ABC63662,    255.766,    41.32,    34.42,    4649.99,    1951.55, 0, 893, 3, 7.2 
Line.MDV201_1012411FUSE,    3.42738,     0.17,     0.14,    22.9711,     9.5265, 0, 6, 1, 7.2 
Line.MDV201_HN_2_154_B62298,    95.1066,    76.09,    63.40,    630.973,    252.737, 0, 110, 1, 7.2 
Line.MDV201_HN_2_392_B63661,    56.2993,    34.54,    28.72,    378.951,     151.25, 0, 77, 1, 7.2 
Line.MDV201_HN_1_164_C89779,    1.82879,     1.46,     1.22,    12.2766,    5.03065, 0, 3, 1, 7.2 
Line.MDV201_HN_2_015_ABC63665,     97.398,    21.50,    17.90,    1823.27,    763.727, 0, 339, 3, 7.2 
Line.MDV201_HN_2_639_C28236, 0.00113084,     0.00,     0.00, -4.86207E-012, -0.00826144, 0, 0, 1, 7.2 
Line.MDV201_HN_21015_C63716,    4.07227,     2.50,     2.08,    27.3339,    11.1523, 0, 7, 1, 7.2 
Line.MDV201_HN_2_335_B8197,    1.79458,     1.10,     0.92,    11.7415,    4.67845, 0, 2, 1, 7.2 
Line.MDV201_HN_2_398_B63633,    12.1014,     7.42,     6.17,    81.3327,    32.4229, 0, 17, 1, 7.2 
Line.MDV201_HN_2_139_ABC8111,    22.0456,     9.84,    13.04,    227.427,    96.7708, 0, 60, 3, 7.2 
Line.MDV201_HN_2_078_C28275,    1.48729,     1.19,     0.99,    10.0521,    4.16031, 0, 3, 1, 7.2 
Line.MDV201_DA_8_719_ABC67893,   0.476033,     0.11,     0.09,    3.15339,    1.22385, 0, 1, 3, 7.2 
Line.MDV201_1160506ELB-1_SW,    2.74429,     0.69,     0.46,    18.0921,     7.7724, 0, 3, 1, 7.2 
Line.MDV201_1160506ELB,    2.74429,     0.14,     0.14,    18.0921,    7.77238, 0, 3, 1, 7.2 
Line.MDV201_HN_2_008_C28276,    19.6291,    15.70,    13.09,    131.506,    54.2046, 0, 33, 1, 7.2 
Line.MDV201_HN_21054_B1144247,   0.380147,     0.17,     0.15,    2.50693,    1.04714, 0, 1, 1, 7.2 
Line.MDV201_HN_2_833_B39620,     11.856,     5.44,     4.53,     78.832,    31.5664, 0, 13, 1, 7.2 
Line.HN_2P015_SW,    7.53165,     1.88,     1.26,    49.1263,    19.5134, 0, 7, 1, 7.2 
Line.MDV201_39755ELB,    7.53165,     0.38,     0.38,    49.1262,    19.5134, 0, 7, 1, 7.2 
Line.MDV201_DA_8_138_B6581,    8.65678,     6.93,     5.77,    56.5256,    22.4979, 0, 10, 1, 7.2 
Line.MDV201_HN_2_156_B39758,    89.1753,    71.34,    59.45,     589.24,    235.711, 0, 100, 1, 7.2 
Line.MDV201_HN_2_850_B52520,    18.1855,     8.34,     6.94,    119.685,    47.6985, 0, 26, 1, 7.2 
Line.MDV201_1144240FUSE,   0.959364,     0.05,     0.04,    6.32406,    2.79368, 0, 2, 1, 7.2 
Line.MDV201_HN_2_093_ABC63714,    139.732,    41.34,    34.42,    1962.79,    825.829, 0, 342, 3, 7.2 
Line.MDV201_HN_2_841_B94728,    42.9665,    19.71,    16.40,    283.268,     113.16, 0, 62, 1, 7.2 
Line.MDV201_DA_8_217_B56788,    3.57511,     1.32,     1.10,    23.3229,    9.32018, 0, 5, 1, 7.2 
Line.MDV201_HN_1_283_A89823,    1.10107,     0.68,     0.56,    7.23062,     3.1201, 0, 1, 1, 7.2 
Line.MDV201_HN_2_096_ABC39575,    35.0595,    16.08,    13.38,    442.578,    182.769, 0, 108, 3, 7.2 
Line.MDV201_C_1_401_A21651,    13.4132,     8.23,     6.84,    88.7977,    38.6411, 0, 26, 1, 7.2 
Line.MDV201_HN_2_401_B63632,    5.66821,     3.48,     2.89,    38.0866,    15.1805, 0, 9, 1, 7.2 
Line.MDV201_HN_2_009_C28270,    16.6946,    13.36,    11.13,    111.821,    46.0845, 0, 29, 1, 7.2 
Line.MDV201_HN_21016_C63717,   0.935502,     0.57,     0.48,    6.26628,    2.59304, 0, 1, 1, 7.2 
Line.MDV201_HN_2_013_C28260,    9.62786,     7.70,     6.42,    64.4163,    26.5289, 0, 17, 1, 7.2 
Line.MDV201_HN_21093_C1012641,   0.623718,     0.23,     0.19,      4.214,    1.63877, 0, 1, 1, 7.2 
Line.MDV201_HN_2_012_C28259,    11.9629,     9.57,     7.98,    80.0417,    32.9799, 0, 20, 1, 7.2 
Line.MDV201_HN_2_464_C62232,    14.8349,     6.80,     5.66,    98.9919,    40.7095, 0, 17, 1, 7.2 
Line.MDV201_HN_2_418_A835,    13.5669,     8.32,     6.92,    90.8059,    39.1857, 0, 20, 1, 7.2 
Line.MDV201_HN_1_335_C28311,    1.82628,     0.84,     0.70,    12.2774,     4.9832, 0, 3, 1, 7.2 
Line.MDV201_HN_2_981_B14997,     1.5968,     0.98,     0.81,    10.4258,    4.14465, 0, 2, 1, 7.2 
Line.MDV201_1144251FUSE,    3.24126,     0.16,     0.14,    21.2002,    8.47065, 0, 5, 1, 7.2 
Line.MDV201_C_1_402_A21650,    12.2468,     7.51,     6.25,    81.0606,    35.2927, 0, 24, 1, 7.2 
Line.MDV201_DA_8_689_B46389,    20.5189,    12.59,    10.47,    137.125,    54.6699, 0, 27, 1, 7.2 
Line.MDV201_HN_2_413_A838,    9.12262,     5.60,     4.65,    61.0387,    26.3242, 0, 14, 1, 7.2 
Line.C_1P031_SW,     1.7316,     0.43,     0.29,    11.4481,    4.82855, 0, 3, 1, 7.2 
Line.MDV201_8147ELB,     1.7316,     0.09,     0.09,    11.4481,    4.82854, 0, 3, 1, 7.2 
Line.MDV201_C_1_266_ABC8079,    89.4902,    39.95,    52.95,    1421.04,    590.965, 0, 291, 3, 7.2 
Line.MDV201_HN_2_857_B94741,    6.87957,     4.22,     3.51,    45.2788,    18.0596, 0, 10, 1, 7.2 
Line.MDV201_C_1_162_A69459,   0.641843,     0.51,     0.43,    4.20927,    1.84831, 0, 1, 1, 7.2 
Line.MDV201_1144250FUSE,    37.8938,     1.89,     1.58,    247.488,    98.3429, 0, 33, 1, 7.2 
Line.MDV201_HN_2_847_B14853,    30.1394,    13.83,    11.50,    198.444,    79.1195, 0, 44, 1, 7.2 
Line.MDV201_DA_8_507_ABC6580,    81.1656,    24.01,    19.99,    1056.71,    444.538, 0, 184, 3, 7.2 
Line.MDV201_C_1_406_A8135,    5.45971,     3.35,     2.79,    36.1573,    15.6453, 0, 9, 1, 7.2 
Line.MDV201_HN_2_476_C1144242,    8.91068,     5.47,     4.55,    60.1397,    24.7763, 0, 14, 1, 7.2 
Line.MDV201_HN_2_168_C14978,    2.86261,     2.29,     1.91,    19.1374,    7.88711, 0, 7, 1, 7.2 
Line.MDV201_HN_2_897_B94726,    11.9142,     7.31,     6.08,    78.5862,    31.4797, 0, 14, 1, 7.2 
Line.MDV201_DA_8_972_C74454,    0.87965,     0.32,     0.27,    5.83086,    2.38615, 0, 1, 1, 7.2 
Line.MDV201_HN_2_317_C28271,    3.99733,     2.45,     2.04,    27.0637,    11.1059, 0, 5, 1, 7.2 
Line.MDV201_HN_2_532_A8118,    1.28627,     0.79,     0.66,     8.4921,    3.66627, 0, 2, 1, 7.2 
Line.MDV201_HN_2_301_B62297,    93.0286,    74.42,    62.02,    616.181,    246.616, 0, 105, 1, 7.2 
Line.MDV201_DA_8_808_C46400,    1.32638,     0.61,     0.51,    8.80729,    3.60825, 0, 1, 1, 7.2 
Line.MDV201_HN_2_642_A14894,    3.23046,     1.48,     1.23,    21.4596,     9.3007, 0, 3, 1, 7.2 
Line.MDV201_HN_2_614_ABC28232,    97.4016,    21.50,    17.90,    1353.79,    561.157, 0, 253, 3, 7.2 
Line.MDV201_DA_8_945_B56775,    2.10046,     0.96,     0.80,    14.0845,    5.58735, 0, 1, 1, 7.2 
Line.C_1P027_SW,    2.74724,     0.69,     0.46,    18.0919,     7.8257, 0, 3, 1, 7.2 
Line.MDV201_8109ELB,    2.74724,     0.14,     0.14,    18.0919,     7.8257, 0, 3, 1, 7.2 
Line.MDV201_DA_8_607_C46406,    25.1318,    20.11,    16.75,     166.51,    68.5035, 0, 33, 1, 7.2 
Line.MDV201_C_1P027_A1160498,    2.74429,     1.83,     1.83,    18.0921,     7.7724, 0, 3, 1, 7.2 
Line.MDV201_HN_2_396_B63635,    16.1261,     9.89,     8.23,    108.418,    43.2123, 0, 22, 1, 7.2 
Line.MDV201_HN_2_074_A8182,   0.815259,     0.65,     0.54,    5.41736,    2.32903, 0, 1, 1, 7.2 
Line.MDV202_OSW_1010730, 0.00170458,     0.00,     0.00, 3.48447E-009,  0.0344509, 0, 0, 3, 7.2 
Line.MDV201_HN_2_144_ABC63664,     158.37,    34.96,    29.11,    2818.98,    1180.72, 0, 553, 3, 7.2 
Line.MDV201_HN_2_866_C63673,    9.85913,     4.52,     3.76,    66.2787,    27.3451, 0, 11, 1, 7.2 
Line.MDV201_C_1P025_A1160503,    8.06741,     5.38,     5.38,    53.2457,    22.7246, 0, 9, 1, 7.2 
Line.MDV201_HN_2_091_ABC44583,    133.797,    39.58,    32.95,    1869.28,    785.364, 0, 320, 3, 7.2 
Line.MDV201_HN_2_853_B39587,    7.11432,     3.26,     2.72,    46.8006,    18.6655, 0, 10, 1, 7.2 
Line.C_1P023_SW,    24.6252,     6.16,     4.10,    162.529,    69.4661, 0, 28, 1, 7.2 
Line.MDV201_8145ELB,    24.6252,     1.23,     1.23,    162.528,    69.4655, 0, 28, 1, 7.2 
Line.MDV201_HN_2_111_ABC69617,    34.8706,    16.00,    13.31,    326.872,    135.855, 0, 86, 3, 7.2 
Line.MDV201_HN_2_478_C8115,    2.31429,     1.42,     1.18,     15.603,    6.46919, 0, 6, 1, 7.2 
Line.MDV201_HN_2_395_ABC63657,    383.035,    61.88,    51.55,    7141.48,    3015.09, 0, 1340, 3, 7.2 
Line.MDV201_HN_2_805_B39624,    22.3837,    10.27,     8.54,    148.826,    59.3714, 0, 23, 1, 7.2 
Line.MDV201_HN_2P011_B1160477,    21.2358,    14.16,    14.16,    138.569,    55.0513, 0, 19, 1, 7.2 
Line.C_1P025_SW,    8.07662,     2.02,     1.35,    53.2412,    22.8905, 0, 9, 1, 7.2 
Line.MDV201_8101ELB,    8.07662,     0.40,     0.40,    53.2411,    22.8904, 0, 9, 1, 7.2 
Line.MDV201_HN_2_657_C62231,    60.5172,    27.76,    23.10,     403.72,    167.135, 0, 63, 1, 7.2 
Line.MDV201_DA_8_140_ABC56751,    57.2198,    16.93,    14.09,    882.674,    369.174, 0, 153, 3, 7.2 
Line.MDV201_HN_1_266_A28307,    2.26344,     1.81,     1.51,    14.8653,    6.41305, 0, 4, 1, 7.2 
Line.MDV201_HN_2_099_A39591,    1.36483,     0.84,     0.70,     8.9774,    3.84591, 0, 1, 1, 7.2 
Line.MDV201_HN_1P002_C1160452,   0.874909,     0.58,     0.58,    5.87393,     2.4033, 0, 1, 1, 7.2 
Line.C_1P030_SW,    5.14631,     1.29,     0.86,    33.9711,    14.4755, 0, 7, 1, 7.2 
Line.MDV201_8146ELB,    5.14631,     0.26,     0.26,    33.9711,    14.4755, 0, 7, 1, 7.2 
Line.MDV201_HN_2_725_A1144264,     6.1484,     2.82,     2.35,    40.8792,    17.7034, 0, 8, 1, 7.2 
Line.MDV201_DA_8_730_C74449,    4.41897,     2.71,     2.25,    29.2126,     12.005, 0, 6, 1, 7.2 
Line.MDV201_DA_8_905_A58413,    1.09183,     0.67,     0.56,    7.20704,    3.09549, 0, 1, 1, 7.2 
Line.MDV201_DA_8_696_B46388,    5.89872,     3.62,     3.01,    39.4066,    15.6809, 0, 8, 1, 7.2 
Line.MDV201_HN_1_182_C1012413,    1.11181,     0.89,     0.74,    7.43164,    3.13741, 0, 3, 1, 7.2 
Line.MDV201_HN_2_873_C63668,    18.4909,     8.48,     7.06,    124.347,    51.2921, 0, 22, 1, 7.2 
Line.MDV201_1160495ELB-1_SW,    11.1852,     2.80,     1.86,    73.6764,    31.5695, 0, 12, 1, 7.2 
Line.MDV201_1160495ELB,    11.1853,     0.56,     0.56,    73.6764,    31.5694, 0, 12, 1, 7.2 
Line.MDV201_HN_2_620_C28227,    17.4192,     7.99,     6.65,    117.646,    48.5463, 0, 19, 1, 7.2 
Line.MDV201_C_1_507_A8073,    22.1328,    13.58,    11.29,    145.882,    62.4696, 0, 25, 1, 7.2 
Line.MDV201_C_1P023_A1160460,    24.6187,    16.41,    16.41,    162.559,    69.3606, 0, 28, 1, 7.2 
Line.MDV201_HN_2_860_B39603,    2.69977,     1.24,     1.03,    17.9416,    7.15505, 0, 3, 1, 7.2 
Line.MDV201_HN_2_925_A28283,   0.613371,     0.38,     0.31,    4.01513,     1.7691, 0, 2, 1, 7.2 
Line.MDV201_DA_8_783_ABC58417,    3.92643,     0.87,     0.72,    31.8897,    13.3253, 0, 6, 3, 7.2 
Line.MDV201_HN_2_236_ABC108763, 0.00188808,     0.00,     0.00, 3.06855E-010, -0.0385719, 0, 0, 3, 7.2 
Line.MDV201_HN_2_345_ABC8081,    142.763,    63.73,    84.48,    1785.81,     737.56, 0, 349, 3, 7.2 
Line.MDV201_HN_2_646_A28230,    3.67591,     1.69,     1.40,    24.4322,    10.5287, 0, 6, 1, 7.2 
Line.MDV201_102186FUSE,    2.93483,     0.15,     0.12,    19.6538,    8.11059, 0, 4, 1, 7.2 
Line.MDV201_HN_2P015_B1160481,    7.52682,     5.02,     5.02,    49.1286,    19.4224, 0, 7, 1, 7.2 
Line.MDV201_HN_2_664_C62252,    51.1674,    23.47,    19.53,    340.844,    141.213, 0, 54, 1, 7.2 
Line.MDV201_HN_2_075_A14842,   0.942646,     0.75,     0.63,    6.26716,    2.68589, 0, 1, 1, 7.2 
Line.MDV201_HN_2_159_B6572,    86.2949,    69.04,    57.53,    566.525,    226.083, 0, 92, 1, 7.2 
Line.MDV201_HN_2_654_A14881,    3.53248,     1.62,     1.35,    23.4725,    10.1263, 0, 6, 1, 7.2 
Line.MDV201_HN_2_421_A808,    17.9827,    11.03,     9.17,    120.374,    52.0302, 0, 25, 1, 7.2 
Line.MDV201_DA_8_695_B46387,    7.58524,     4.65,     3.87,    50.6595,    20.2133, 0, 10, 1, 7.2 
Line.MDV201_HN_2_625_C14882,    3.29186,     1.51,     1.26,    22.2279,    9.15801, 0, 4, 1, 7.2 
Line.MDV201_C_1P031_1160490, 8.52992E-006,     0.00,     0.00, -7.2272E-006, -6.07764E-005, 0, 0, 1, 7.2 
Line.MDV201_DA_7_490_A58425,    1.66704,     1.02,     0.85,     11.002,    4.72828, 0, 1, 1, 7.2 
Line.MDV201_HN_2_328_C14830,    18.8445,    15.08,    12.56,     127.64,    52.5722, 0, 28, 1, 7.2 
Line.MDV201_HN_2_104_ABC39595,    71.5137,    32.80,    27.30,    873.195,    357.954, 0, 198, 3, 7.2 
Line.MDV201_HN_2_771_C14839,   0.763355,     0.47,     0.39,    5.14034,    2.18091, 0, 1, 1, 7.2 
Line.MDV201_1144267FUSE,    7.24753,     0.36,     0.30,     48.637,    19.3769, 0, 11, 1, 7.2 
Line.MDV201_HN_2P008_B1160475,    31.8439,    21.23,    21.23,    207.932,    82.5073, 0, 28, 1, 7.2 
Line.MDV201_DA_8_726_C39743,    20.2071,    12.40,    10.31,    133.631,     55.013, 0, 27, 1, 7.2 
Line.MDV201_C_1_712_A1000985,     11.071,     6.79,     5.65,    73.1916,    31.4072, 0, 12, 1, 7.2 
Line.MDV201_HN_2_721_C14850,    1.95792,     0.90,     0.75,    13.1889,    5.50116, 0, 2, 1, 7.2 
Line.MDV201_C_1P030_A1160499,    5.14132,     3.43,     3.43,    33.9721,    14.3843, 0, 7, 1, 7.2 
Line.MDV201_HN_2P053_C1163437,  0.0276851,     0.02,     0.02, 3.07462E-005,  -0.199677, 0, 0, 1, 7.2 
Line.MDV201_HN_21032_B62295,    1.24809,     0.57,     0.48,    8.25938,    3.32706, 0, 2, 1, 7.2 
Line.MDV201_HN_2_432_B786,    4.43844,     2.72,     2.26,     29.787,     11.868, 0, 7, 1, 7.2 
Line.MDV201_HN_2_652_A14877, 0.00109606,     0.00,     0.00, -1.72961E-010, -0.00793163, 0, 0, 1, 7.2 
Line.HN_2P007_SW,    37.9018,     9.48,     6.32,    247.393,    98.4517, 0, 33, 1, 7.2 
Line.MDV201_6568ELB,    37.9018,     1.90,     1.90,    247.391,    98.4503, 0, 33, 1, 7.2 
Line.MDV201_HN_2_951_C8188,    3.09204,     1.42,     1.18,    20.5687,    8.48757, 0, 3, 1, 7.2 
Line.MDV201_DA_8_926_A74421,    27.0003,    12.39,    10.31,    177.484,    76.9811, 0, 23, 1, 7.2 
Line.MDV201_HN_2_670_C89784,    42.2369,    19.37,    16.12,    281.232,    116.363, 0, 43, 1, 7.2 
Line.HN_2P013_SW,    12.8522,     3.21,     2.14,    83.8224,     33.343, 0, 12, 1, 7.2 
Line.MDV201_39756ELB,    12.8522,     0.64,     0.64,    83.8222,    33.3428, 0, 12, 1, 7.2 
Line.MDV201_HN_2_459_C62259,    2.35045,     1.08,     0.90,     15.682,    6.44209, 0, 2, 1, 7.2 
Line.MDV201_HN_2_660_C62246,    4.42644,     2.03,     1.69,    29.5281,    12.1388, 0, 4, 1, 7.2 
Line.MDV201_HN_21053_B89778,    0.38006,     0.17,     0.15,    2.50693,    1.04552, 0, 1, 1, 7.2 
Line.MDV201_HN_2_066_ABC14832,     97.413,    28.82,    23.99,    776.896,    313.584, 0, 143, 3, 7.2 
Line.MDV201_HN_1_237_C89785,    1.35314,     0.83,     0.69,    9.08342,     3.7206, 0, 2, 1, 7.2 
Line.MDV201_DA_8_675_A56750,     16.184,     9.93,     8.26,    106.716,    46.1933, 0, 19, 1, 7.2 
Line.MDV201_DA_8_801_ABC58430,    37.6642,     8.31,     6.92,    295.188,    121.508, 0, 61, 3, 7.2 
Line.MDV201_C_1P036_A1160465,    17.1272,    11.42,    11.42,    112.857,    48.3168, 0, 19, 1, 7.2 
Line.MDV201_HN_1_169_A39570,    2.28714,     1.40,     1.17,    15.0202,     6.4555, 0, 3, 1, 7.2 
Line.C_1P022_SW,    29.4574,     7.36,     4.91,    194.425,    83.1958, 0, 32, 1, 7.2 
Line.MDV201_8144ELB,    29.4574,     1.47,     1.47,    194.424,    83.1949, 0, 32, 1, 7.2 
Line.MDV201_HN_2_633_C28239,    14.8909,     6.83,     5.68,    100.508,    41.6512, 0, 17, 1, 7.2 
Line.MDV201_99417FUSE,   0.863928,     0.04,     0.04,    5.70274,    2.47466, 0, 2, 1, 7.2 
Line.MDV201_HN_2_386_B811,    2.68199,     1.65,     1.37,    18.0198,    7.18623, 0, 3, 1, 7.2 
Line.MDV201_C_1_370_B69485,    3.55406,     2.84,     2.37,    23.5588,    9.36696, 0, 6, 1, 7.2 
Line.MDV201_C_1_390_A8122,    10.4199,     6.39,     5.32,    68.8168,    29.6848, 0, 11, 1, 7.2 
Line.MDV201_HN_2_216_C44581,     5.9378,     3.64,     3.03,    39.8583,    16.2746, 0, 10, 1, 7.2 
Line.MDV201_102188FUSE,    3.99731,     0.20,     0.17,    27.0637,    11.1055, 0, 5, 1, 7.2 
Line.MDV201_DA_8_494_A74434,    2.09203,     0.96,     0.80,    13.7605,    6.02531, 0, 2, 1, 7.2 
Line.MDV201_HN_2_080_ABC39764,    86.0196,    25.45,    21.19,    1089.54,    459.634, 0, 193, 3, 7.2 
Line.MDV201_HN_2_437_C14848,     15.456,     7.09,     5.90,    104.276,    43.1146, 0, 21, 1, 7.2 
Line.MDV201_HN_2_658_C62236,    60.5174,    27.76,    23.10,    403.673,    167.084, 0, 63, 1, 7.2 
